"Model #","Serial #","Inv Qty","Availability Status","Availability Message"
GGF600AVSS,TA064789,,Available,
GTD58EBSVWS,MA709078,,Available,
PDT755SYVFS,SA800316,,Reserved,"Not Available"
CVM517P4RW2,SA300124,,Available,
PVM9005SJSS,SA203932,,Available,
PHS930YPFS,HA009712,,Available,
GSS25IYNFS,VA429166,,Available,
PXD22BYPFS,VA509338,,Available,
PGP7036SLSS,HA104750,,Available,
GFW655SPVDS,DA350062,,Available,
JB256RTSS,TA463395,,Available,
GTD58EBSVWS,TA796348,,Available,
GFD65ESPVDS,VA120915,,Available,
JGP5030SLSS,TA117168,,Available,
GWE19JYLFS,RA348425,,Available,
PVD28BYNFS,TA527214,,Available,
GUD27ESSMWW,TA063688,,Available,
GTW538ASWWS,VA983551,,Available,
JTD5000SVSS,LA136243,,Reserved,"Not Available"
PGD29BYTFS,RA162997,,Available,
PGD29BYTFS,RA162996,,Available,
GTS17DTNRWW,VA818113,,Available,
JVM7195SKSS,FA200852,,Available,
JGSS86SPSS,MA374416,,Available,
CHS950P2MS1,LA374939,,Available,
JVW5301SJSS,SA821989,,Available,
PXD22BYPFS,TA506735,,Available,
PT7800SHSS,VA050055,,Available,
GRF600AVSS,VA161979,,Available,
PTW600BPRDG,MA937367,,Available,
JTD5000SVSS,TA133094,,Available,
GDF510PSRSS,LA850758,,Available,
GTD58EBSVWS,VA715942,,Available,
GTS18HYNRFS,VA775607,,Available,
JVM3160RFSS,TA212927,,Available,
GTD58EBSVWS,VA715943,,Available,
GRS500PVSS,VA029310,,Available,
GTW585BPVDG,SA174681,,Available,
GTD38EASWWS,ZA854630,,Available,
GWE19JYLFS,RA327566,,Available,
GUD27ESSMWW,SA064265,,Available,
JVM6175SKSS,SA211307,,Available,
GTS22KYNRFS,TA836089,,Available,
GTD58GBPVDG,TA830694,,Available,
PDT755SYVFS,RA896324,,Available,
FUF17DLRWW,SA050808,,Available,
HTX26GASWWW,MA805033,,Available,
JVM3160RFSS,DA200602,,Reserved,"Not Available"
GTS22KYNRFS,MA802025,,Available,
PDT795SYVFS,RA787550,,Available,
PVM9005SJSS,RA203027,,Available,
GFD55GSSNWW,LA195082,,Available,
PFD87ESSVWW,RA104120,,Available,
PJE23BYWFS,SA132546,,Available,
GTW485ASWWB,TA230244,,Available,
CHS950P2MS1,RA374537,,Available,
GFW655SSVWW,VZ905500,,Available,
CAE28DM5TS5,RA162388,,Available,
PVD28BYNFS,TA531518,,Available,
GGF600AVSS,VA113661,,Available,
PVD28BYNFS,TA507659,,Available,
GWE22JYMFS,MA387007,,Available,
GTS22KYNRFS,TA836091,,Available,
GFE26JYMFS,LA383207,,Available,
FUF21DLRWW,HA058280,,Available,
PHS700AYFS,VA011878,,Available,
PWB7030SVSS,LA500500,,Reserved,"Not Available"
GTW585BPVDG,VA189361,,Available,
GFD65ESSVWW,SA250060,,Available,
GTD48EASWWB,LA752487,,Available,
JVM3160RFSS,SA211794,,Available,
JVM6175DKBB,SA201386,,Available,
JVM6175SKSS,SA211324,,Available,
GFQ14ESSNWW,RA327687,,Available,
PGE29BYTFS,SA129612,,Available,
PFW870SPVRS,SA355072,,Available,
GFE26JYMFS,VA354938,,Available,
PTW600BPRDG,ZA148141,,Available,
JB256DMWW,ZA305989,,Available,
GTW325ASWWW,TA263407,,Available,
JVW5361SJSS,SA820829,,Available,
GTD38EASWWS,TA842551,,Available,
PJE23BYWFS,MA147987,,Reserved,"Not Available"
CDT888P2VS1,HA867797,,Available,
UBW36YIEWSS,SA830271,,Available,
PGE29BYTFS,LA125981,,Available,
GTS22KGNRWW,TA872523,,Available,
GTW538ASWWS,TA950035,,Available,
JP3036TLWW,TA107808,,Available,
PVD28BYNFS,VA507382-AD1,,Available,
GGS600AVFS,HA141903,,Reserved,"Not Available"
GTW585BSVWS,TA223318,,Reserved,"Not Available"
GUD24ESSMWW,RA039123,,Available,
PVD28BYNFS,TA504528,,Available,
GFD65ESPVDS,TA238229,,Available,
PGS930YPFS,RA928265,,Available,
GNE25JYKFS,TA327197,,Available,
PS960YPFS,HA170275,,Available,
ZSB9132VSS,HA400197,,Available,
PFW870SSVWW,SA319960,,Available,
PFD87GSSVWW,LA184557,,Available,
PFD87GSSVWW,RA179666,,Available,
PGD29BYTFS,MA138260,,Available,
PTD60GBPRDG,MA816955,,Available,
PTD70EBPTDG,TA560507,,Available,
GUD27ESSMWW,TA039984,,Available,
PFQ97HSPVDS,MA320101,,Available,
PDT795SBVTS,VA838416,,Available,
PHS930YPFS,GA226835,,Available,
PT7800SHSS,VA050064,,Available,
GNE27JYMFS,SA383121,,Available,
GDF670SYVFS,VA733100,,Available,
GGF600AVSS,TA082590,,Available,
JVM7195RWSS,LA203568,,Available,
GTS18HYNRFS,VA817258,,Available,
PK7800SKSS,MA088237,,Available,
GFP1528SNWW,,5,Available,
HPS16BTNRWW,TA802246,,Available,
PTW605BPRDG,TA963479,,Reserved,"Not Available"
PFD87ESPVRS,ZA152938,,Available,
JGBS66REKSS,MA411711,,Available,
JTD3000SNSS,TA167809,,Available,
PFW955SPWDS,AA345212,,Available,
GTS18HGNRWW,TA746227,,Available,
CES750P4MW2,MA377194,,Available,
PFQ83HSHWWW,MA323484,,Available,
PDP715SYVFS,ZA848901,,Available,
PVD28BYNFS,TA504557,,Available,
JGBS60REKSS,SA417108,,Available,
GRF500SVSS,TA131429,,Available,
GDT650SYVFS,SA859040,,Available,
GDF460PSTSS,ZA735141,,Available,
JBS360DMWW,VA464576,,Available,
GTW485ASWWB,VA112043,,Reserved,"Not Available"
GTE16DTNRWW,RA843159,,Available,
GSS25IYNFS,MA467336,,Available,
GGS600AVFS,RA056860,,Available,
PT7800SHSS,VA009676,,Available,
PTW600BPRDG,RA144125,,Available,
PDT755SYVFS,ZA767079,,Available,
ZIS480NNII,LA031321-AD1,,Available,
JVM6175SKSS,SA208344,,Available,
JGBS66REKSS,VA410534,,Available,
GNE27JYMFS,SA383102,,Available,
GUD24ESSMWW,VA030471,,Available,
GWE22JYMFS,TA380138,,Available,
PFW870SPVRS,FA377684,,Available,
GUD24ESSMWW,TA067570,,Available,
GTW325ASWWW,SA231564,,Reserved,"Not Available"
PHP9036DTBB,RA053089,,Available,
PHP9036DTBB,RA053088,,Available,
PXD22BYPFS,DA505352,,Reserved,"Not Available"
GGF600AVSS,VA078446,,Available,
GFW550SSNWW,DA356524,,Available,
GWE19JYLFS,TA348644,,Available,
PTD60EBPRDG,RZ555104,,Available,
GUD24ESSMWW,ZA035884,,Available,
PXD22BYPFS,TA507899,,Available,
GTE16DTNRWW,RA843162,,Available,
GTW325ASWWW,VA168909,,Available,
JTS5000SVSS,VA110816,,Available,
PTW600BPRDG,MA937317,,Available,
GYE22GMNES,ZA500305,,Available,
CVE28DP2NS1,SA524678,,Available,
GDT650SYVFS,VA719717,,Available,
ZDT985SSNSS,LA805739,,Available,
GGF600AVSS,SA155426,,Available,
JVM7195DKBB,SA200057,,Available,
GFW550SPRRS,DA305582,,Available,
GTD58EBPVDG,ZA702177,,Available,
JVX5300EJES,SA806094,,Available,
PTW600BPRDG,MA937307,,Available,
GFW655SPVDS,MA306492,,Available,
PXD22BYPFS,TA527263,,Available,
PVD28BYNFS,TA501047,,Available,
GDF650SYVFS,VA729280,,Available,
Total,833,13,,
